"ORDEN","CLASE","MARCA","MODELO","FECHA MATRICULA/RADICACION","AÑO","MES","DIA"
"303","CAMIONETA","CHEVROLET","1997","03/11/2000","2000","11.noviembre","03.viernes"
"304","MOTOCICLETA","YAMAHA","2001","11/12/2000","2000","12.diciembre","11.lunes"
"305","MOTOCICLETA","YAMAHA","2000","03/08/2000","2000","08.agosto","03.jueves"
"306","AUTOMOVIL","CHEVROLET","2000","25/05/2000","2000","05.mayo","25.jueves"
"307","MOTOCICLETA","HONDA","2001","05/10/2000","2000","10.octubre","05.jueves"
"308","CAMPERO","SUZUKI","1982","02/08/2000","2000","08.agosto","02.miércoles"
"309","AUTOMOVIL","CHEVROLET","1991","02/08/2000","2000","08.agosto","02.miércoles"
"310","MOTOCICLETA","YAMAHA","2000","14/08/2000","2000","08.agosto","14.lunes"
"311","AUTOMOVIL","HYUNDAI","2000","14/02/2000","2000","02.febrero","14.lunes"
"312","AUTOMOVIL","MAZDA","2000","23/02/2000","2000","02.febrero","23.miércoles"
"313","AUTOMOVIL","FORD","2000","02/03/2000","2000","03.marzo","02.jueves"
"314","AUTOMOVIL","CHEVROLET","1992","03/11/2000","2000","11.noviembre","03.viernes"
"315","MOTOCICLETA","SUZUKI","2001","05/12/2000","2000","12.diciembre","05.martes"
"316","MOTOCICLETA","SUZUKI","2000","19/05/2000","2000","05.mayo","19.viernes"
"317","MOTOCICLETA","SUZUKI","2000","04/10/2000","2000","10.octubre","04.miércoles"
"318","MOTOCICLETA","YAMAHA","1994","17/01/2000","2000","01.enero","17.lunes"
"319","CAMPERO","MITSUBISHI","1997","19/05/2000","2000","05.mayo","19.viernes"
"320","CAMPERO","MITSUBISHI","1985","19/06/2000","2000","06.junio","19.lunes"
"321","MOTOCICLETA","YAMAHA","2000","02/06/2000","2000","06.junio","02.viernes"
"322","CAMPERO","WILLYS","1967","31/10/2000","2000","10.octubre","31.martes"
"323","AUTOMOVIL","RENAULT","1978","14/04/2000","2000","04.abril","14.viernes"
"324","MOTOCICLETA","SUZUKI","1999","13/03/2000","2000","03.marzo","13.lunes"
"325","MOTOCICLETA","YAMAHA","2000","28/01/2000","2000","01.enero","28.viernes"
"326","CAMIONETA","TOYOTA","1993","27/12/2000","2000","12.diciembre","27.miércoles"
"327","MOTOCICLETA","HONDA","2000","30/08/2000","2000","08.agosto","30.miércoles"
"328","CAMPERO","CHEVROLET","2001","04/09/2000","2000","09.septiembre","04.lunes"
"329","CAMPERO","CHEVROLET","1997","27/07/2000","2000","07.julio","27.jueves"
"330","CAMION","DODGE","1976","07/09/2000","2000","09.septiembre","07.jueves"
"331","CAMPERO","MITSUBISHI","1995","17/11/2000","2000","11.noviembre","17.viernes"
"332","BUS","MERCURY","1959","23/10/2000","2000","10.octubre","23.lunes"
"333","MOTOCICLETA","SUZUKI","2000","19/04/2000","2000","04.abril","19.miércoles"
"334","MOTOCICLETA","SUZUKI","2000","05/01/2000","2000","01.enero","05.miércoles"
"335","AUTOMOVIL","CHEVROLET","1988","16/03/2000","2000","03.marzo","16.jueves"
"336","CAMPERO","MITSUBISHI","2001","10/11/2000","2000","11.noviembre","10.viernes"
"337","BUSETA","NON PLUS ULTRA","2000","16/02/2000","2000","02.febrero","16.miércoles"
"338","CAMION","CHEVROLET","1988","01/09/2000","2000","09.septiembre","01.viernes"
"339","AUTOMOVIL","MAZDA","1992","27/01/2000","2000","01.enero","27.jueves"
"340","CAMPERO","CHEVROLET","2001","07/11/2000","2000","11.noviembre","07.martes"
"341","AUTOMOVIL","RENAULT","1986","27/04/2000","2000","04.abril","27.jueves"
"342","MOTOCICLETA","AUTECO BAJAJ","2000","26/01/2000","2000","01.enero","26.miércoles"
"343","MOTOCICLETA","SUZUKI","2000","26/01/2000","2000","01.enero","26.miércoles"
"344","AUTOMOVIL","RENAULT","1979","14/06/2000","2000","06.junio","14.miércoles"
"345","MOTOCICLETA","SUZUKI","2000","23/11/2000","2000","11.noviembre","23.jueves"
"346","MICROBUS","NISSAN","1995","27/03/2000","2000","03.marzo","27.lunes"
"347","AUTOMOVIL","DODGE","1980","19/09/2000","2000","09.septiembre","19.martes"
"348","MOTOCICLETA","JINCHENG","1998","06/06/2000","2000","06.junio","06.martes"
"349","MOTOCICLETA","HONDA","2001","07/09/2000","2000","09.septiembre","07.jueves"
"350","MOTOCICLETA","SUZUKI","1995","22/03/2000","2000","03.marzo","22.miércoles"
"351","MOTOCICLETA","SUZUKI","2000","10/11/2000","2000","11.noviembre","10.viernes"
"352","MOTOCICLETA","HONDA","2000","10/02/2000","2000","02.febrero","10.jueves"
"353","BUSETA","NON PLUS ULTRA","1999","16/02/2000","2000","02.febrero","16.miércoles"
"354","MOTOCICLETA","SUZUKI","1997","30/10/2000","2000","10.octubre","30.lunes"
"355","AUTOMOVIL","RENAULT","1976","03/08/2000","2000","08.agosto","03.jueves"
"356","MOTOCICLETA","YAMAHA","2000","24/07/2000","2000","07.julio","24.lunes"
"357","MOTOCICLETA","YAMAHA","1981","31/10/2000","2000","10.octubre","31.martes"
"358","CAMPERO","MITSUBISHI","1982","03/11/2000","2000","11.noviembre","03.viernes"
"359","AUTOMOVIL","MITSUBISHI","2000","02/05/2000","2000","05.mayo","02.martes"
"360","AUTOMOVIL","MAZDA","1991","07/12/2000","2000","12.diciembre","07.jueves"
"361","MOTOCICLETA","SUZUKI","2000","24/10/2000","2000","10.octubre","24.martes"
"362","MOTOCICLETA","HONDA","2000","31/08/2000","2000","08.agosto","31.jueves"
"363","MOTOCICLETA","SUZUKI","2000","21/06/2000","2000","06.junio","21.miércoles"
"364","AUTOMOVIL","CHEVROLET","1999","10/02/2000","2000","02.febrero","10.jueves"
"365","MOTOCICLETA","YAMAHA","2000","22/11/2000","2000","11.noviembre","22.miércoles"
"366","MOTOCICLETA","YAMAHA","2000","25/09/2000","2000","09.septiembre","25.lunes"
"367","MOTOCICLETA","SUZUKI","2001","22/01/2000","2000","01.enero","22.sábado"
"368","CAMIONETA","CHEVROLET","1999","18/05/2000","2000","05.mayo","18.jueves"
"369","AUTOMOVIL","MAZDA","1990","15/06/2000","2000","06.junio","15.jueves"
"370","CAMPERO","SUZUKI","1982","27/09/2000","2000","09.septiembre","27.miércoles"
"371","AUTOMOVIL","DAEWOO","2001","07/11/2000","2000","11.noviembre","07.martes"
"372","CAMIONETA","CHEVROLET","1986","24/02/2000","2000","02.febrero","24.jueves"
"373","MOTOCICLETA","YAMAHA","2001","15/11/2000","2000","11.noviembre","15.miércoles"
"374","MOTOCICLETA","SUZUKI","2000","28/01/2000","2000","01.enero","28.viernes"
"375","MOTOCICLETA","YAMAHA","1994","23/03/2000","2000","03.marzo","23.jueves"
"376","MOTOCICLETA","SUZUKI","2000","09/02/2000","2000","02.febrero","09.miércoles"
"377","MOTOCICLETA","YAMAHA","1996","24/04/2000","2000","04.abril","24.lunes"
"378","AUTOMOVIL","RENAULT","2000","11/07/2000","2000","07.julio","11.martes"
"379","AUTOMOVIL","MAZDA","1986","31/10/2000","2000","10.octubre","31.martes"
"380","AUTOMOVIL","DAEWOO","2001","17/11/2000","2000","11.noviembre","17.viernes"
"381","MOTOCICLETA","YAMAHA","2001","27/12/2000","2000","12.diciembre","27.miércoles"
"382","CAMIONETA","MITSUBISHI","1994","25/09/2000","2000","09.septiembre","25.lunes"
"383","MOTOCICLETA","YAMAHA","1999","03/01/2000","2000","01.enero","03.lunes"
"384","MOTOCICLETA","SUZUKI","2000","11/02/2000","2000","02.febrero","11.viernes"
"385","MOTOCICLETA","YAMAHA","2000","26/05/2000","2000","05.mayo","26.viernes"
"386","MOTOCICLETA","YAMAHA","2001","01/11/2000","2000","11.noviembre","01.miércoles"
"387","CAMIONETA","CHEVROLET","1987","19/04/2000","2000","04.abril","19.miércoles"
"388","MOTOCICLETA","SUZUKI","1999","30/04/2000","2000","04.abril","30.domingo"
"389","MOTOCICLETA","SUZUKI","2000","21/09/2000","2000","09.septiembre","21.jueves"
"390","MOTOCICLETA","SUZUKI","2000","09/05/2000","2000","05.mayo","09.martes"
"391","MOTOCICLETA","SUZUKI","2001","30/11/2000","2000","11.noviembre","30.jueves"
"392","MOTOCICLETA","SUZUKI","2000","29/05/2000","2000","05.mayo","29.lunes"
"393","MOTOCICLETA","HONDA","2000","18/08/2000","2000","08.agosto","18.viernes"
"394","AUTOMOVIL","CHEVROLET","2001","25/08/2000","2000","08.agosto","25.viernes"
"395","MOTOCICLETA","SUZUKI","2000","06/03/2000","2000","03.marzo","06.lunes"
"396","MOTOCICLETA","SUZUKI","2000","14/07/2000","2000","07.julio","14.viernes"
"397","CAMPERO","TOYOTA","1975","03/04/2000","2000","04.abril","03.lunes"
"398","AUTOMOVIL","CHEVROLET","2000","28/02/2000","2000","02.febrero","28.lunes"
"399","AUTOMOVIL","CHEVROLET","1998","19/09/2000","2000","09.septiembre","19.martes"
"400","VOLQUETA","INTERNATIONAL","1982","16/08/2000","2000","08.agosto","16.miércoles"
"401","AUTOMOVIL","RENAULT","2001","07/11/2000","2000","11.noviembre","07.martes"
"402","CAMPERO","SUZUKI","1982","04/09/2000","2000","09.septiembre","04.lunes"
"403","CAMIONETA","CHEVROLET","1983","28/12/2000","2000","12.diciembre","28.jueves"
"404","CAMPERO","NISSAN","1998","06/06/2000","2000","06.junio","06.martes"
"405","CAMPERO","CHEVROLET","1993","18/09/2000","2000","09.septiembre","18.lunes"
"406","AUTOMOVIL","MAZDA","1989","25/09/2000","2000","09.septiembre","25.lunes"
"407","AUTOMOVIL","CHEVROLET","1992","18/05/2000","2000","05.mayo","18.jueves"
"408","MOTOCICLETA","AUTECO KAWASAKI","2000","07/04/2000","2000","04.abril","07.viernes"
"409","MOTOCICLETA","SUZUKI","1999","03/08/2000","2000","08.agosto","03.jueves"
"410","AUTOMOVIL","CHEVROLET","2000","07/04/2000","2000","04.abril","07.viernes"
"411","CAMION","CHEVROLET","1999","05/01/2000","2000","01.enero","05.miércoles"
"412","MOTOCICLETA","HONDA","2000","17/02/2000","2000","02.febrero","17.jueves"
"413","MOTOCICLETA","SUZUKI","2000","04/04/2000","2000","04.abril","04.martes"
"414","MOTOCICLETA","YAMAHA","2000","31/01/2000","2000","01.enero","31.lunes"
"415","AUTOMOVIL","CHEVROLET","2001","15/12/2000","2000","12.diciembre","15.viernes"
"416","MOTOCICLETA","HONDA","2000","21/01/2000","2000","01.enero","21.viernes"
"417","AUTOMOVIL","MAZDA","2000","04/01/2000","2000","01.enero","04.martes"
"418","MOTOCICLETA","YAMAHA","2000","19/01/2000","2000","01.enero","19.miércoles"
"419","MOTOCICLETA","YAMAHA","1999","23/03/2000","2000","03.marzo","23.jueves"
"420","AUTOMOVIL","DAIHATSU","1981","03/08/2000","2000","08.agosto","03.jueves"
"421","AUTOMOVIL","CHEVROLET","1988","10/11/2000","2000","11.noviembre","10.viernes"
"422","MOTOCICLETA","HONDA","2000","18/05/2000","2000","05.mayo","18.jueves"
"423","MOTOCICLETA","HONDA","2001","16/08/2000","2000","08.agosto","16.miércoles"
"424","AUTOMOVIL","MAZDA","2000","25/07/2000","2000","07.julio","25.martes"
"425","CAMPERO","WILLYS","1954","19/05/2000","2000","05.mayo","19.viernes"
"426","AUTOMOVIL","CHEVROLET","2000","18/07/2000","2000","07.julio","18.martes"
"427","CAMPERO","MITSUBISHI","1992","21/11/2000","2000","11.noviembre","21.martes"
"428","CAMPERO","SUZUKI","1982","11/07/2000","2000","07.julio","11.martes"
"429","MOTOCICLETA","YAMAHA","2001","25/09/2000","2000","09.septiembre","25.lunes"
"430","AUTOMOVIL","MAZDA","2000","27/01/2000","2000","01.enero","27.jueves"
"431","AUTOMOVIL","CHEVROLET","1999","10/05/2000","2000","05.mayo","10.miércoles"
"432","MOTOCICLETA","HONDA","2000","24/08/2000","2000","08.agosto","24.jueves"
"433","CAMIONETA","CHEVROLET","1992","24/02/2000","2000","02.febrero","24.jueves"
"434","CAMIONETA","CHEVROLET","1995","03/08/2000","2000","08.agosto","03.jueves"
"435","MOTOCICLETA","YAMAHA","2000","12/06/2000","2000","06.junio","12.lunes"
"436","BUSETA","MAZDA","2000","21/06/2000","2000","06.junio","21.miércoles"
"437","CAMPERO","TOYOTA","1998","29/03/2000","2000","03.marzo","29.miércoles"
"438","AUTOMOVIL","RENAULT","2000","01/02/2000","2000","02.febrero","01.martes"
"439","MOTOCICLETA","YAMAHA","2000","14/04/2000","2000","04.abril","14.viernes"
"440","AUTOMOVIL","RENAULT","1979","15/12/2000","2000","12.diciembre","15.viernes"
"441","AUTOMOVIL","DODGE","1971","15/11/2000","2000","11.noviembre","15.miércoles"
"442","AUTOMOVIL","CHEVROLET","1990","20/09/2000","2000","09.septiembre","20.miércoles"
"443","CAMIONETA","MAZDA","1989","03/11/2000","2000","11.noviembre","03.viernes"
"444","MOTOCICLETA","SUZUKI","2000","14/08/2000","2000","08.agosto","14.lunes"
"445","CAMPERO","SUZUKI","1979","04/09/2000","2000","09.septiembre","04.lunes"
"446","AUTOMOVIL","MAZDA","1993","05/01/2000","2000","01.enero","05.miércoles"
"447","CAMIONETA","CHEVROLET","2000","05/01/2000","2000","01.enero","05.miércoles"
"448","CAMPERO","CHEVROLET","2000","19/01/2000","2000","01.enero","19.miércoles"
"449","MOTOCICLETA","AUTECO KAWASAKI","1998","27/03/2000","2000","03.marzo","27.lunes"
"450","CAMIONETA","CHEVROLET","1990","05/01/2000","2000","01.enero","05.miércoles"
"451","CAMIONETA","MAZDA","1988","06/06/2000","2000","06.junio","06.martes"
"452","CAMPERO","SSANGYONG","1996","28/07/2000","2000","07.julio","28.viernes"
"453","MOTOCICLETA","SUZUKI","2000","22/05/2000","2000","05.mayo","22.lunes"
"454","MOTOCICLETA","YAMAHA","2000","15/01/2000","2000","01.enero","15.sábado"
"455","MOTOCICLETA","HONDA","2000","27/01/2000","2000","01.enero","27.jueves"
"456","CAMIONETA","CHEVROLET","1987","08/06/2000","2000","06.junio","08.jueves"
"457","MICROBUS","NISSAN","2000","02/08/2000","2000","08.agosto","02.miércoles"
"458","CAMIONETA","CHEVROLET","1991","15/06/2000","2000","06.junio","15.jueves"
"459","CAMPERO","MITSUBISHI","1993","23/10/2000","2000","10.octubre","23.lunes"
"460","CAMIONETA","TOYOTA","1994","18/05/2000","2000","05.mayo","18.jueves"
"461","CAMPERO","TOYOTA","1994","17/05/2000","2000","05.mayo","17.miércoles"
"462","AUTOMOVIL","MAZDA","1994","02/08/2000","2000","08.agosto","02.miércoles"
"463","MOTOCICLETA","SUZUKI","2000","10/08/2000","2000","08.agosto","10.jueves"
"464","MOTOCICLETA","HONDA","2001","26/10/2000","2000","10.octubre","26.jueves"
"465","AUTOMOVIL","RENAULT","2000","09/02/2000","2000","02.febrero","09.miércoles"
"466","AUTOMOVIL","RENAULT","1980","25/09/2000","2000","09.septiembre","25.lunes"
"467","AUTOMOVIL","RENAULT","1983","15/06/2000","2000","06.junio","15.jueves"
"468","AUTOMOVIL","CHEVROLET","2000","13/06/2000","2000","06.junio","13.martes"
"469","AUTOMOVIL","RENAULT","1980","23/10/2000","2000","10.octubre","23.lunes"
"470","MOTOCICLETA","YAMAHA","1996","17/11/2000","2000","11.noviembre","17.viernes"
"471","MOTOCICLETA","YAMAHA","1995","04/01/2000","2000","01.enero","04.martes"
"472","MOTOCICLETA","HONDA","2000","17/03/2000","2000","03.marzo","17.viernes"
"473","CAMPERO","MITSUBISHI","1996","29/11/2000","2000","11.noviembre","29.miércoles"
"474","AUTOMOVIL","MAZDA","1990","09/08/2000","2000","08.agosto","09.miércoles"
"475","CAMIONETA","CHEVROLET","1989","20/11/2000","2000","11.noviembre","20.lunes"
"476","AUTOMOVIL","MAZDA","1994","10/02/2000","2000","02.febrero","10.jueves"
"477","MOTOCICLETA","YAMAHA","2000","07/01/2000","2000","01.enero","07.viernes"
"478","MOTOCICLETA","SUZUKI","2000","18/04/2000","2000","04.abril","18.martes"
"479","MOTOCICLETA","SUZUKI","1999","16/05/2000","2000","05.mayo","16.martes"
"480","AUTOMOVIL","MAZDA","1992","03/08/2000","2000","08.agosto","03.jueves"
"481","MOTOCICLETA","SUZUKI","2000","07/04/2000","2000","04.abril","07.viernes"
"482","CAMION","DAIHATSU","1982","03/08/2000","2000","08.agosto","03.jueves"
"483","AUTOMOVIL","MAZDA","1994","14/09/2000","2000","09.septiembre","14.jueves"
"484","MOTOCICLETA","HONDA","1999","07/01/2000","2000","01.enero","07.viernes"
"485","MOTOCICLETA","YAMAHA","2000","31/07/2000","2000","07.julio","31.lunes"
"486","CAMPERO","CHEVROLET","1992","04/01/2000","2000","01.enero","04.martes"
"487","AUTOMOVIL","RENAULT","1988","05/04/2000","2000","04.abril","05.miércoles"
"488","CAMPERO","MITSUBISHI","1993","30/10/2000","2000","10.octubre","30.lunes"
"489","AUTOMOVIL","MAZDA","1991","23/10/2000","2000","10.octubre","23.lunes"
"490","MOTOCICLETA","YAMAHA","1996","24/11/2000","2000","11.noviembre","24.viernes"
"491","CAMPERO","CHEVROLET","2001","11/10/2000","2000","10.octubre","11.miércoles"
"492","MOTOCICLETA","YAMAHA","2000","19/05/2000","2000","05.mayo","19.viernes"
"493","CAMPERO","WILLYS","1974","15/03/2000","2000","03.marzo","15.miércoles"
"494","AUTOMOVIL","VOLKSWAGEN","1952","08/11/2000","2000","11.noviembre","08.miércoles"
"495","AUTOMOVIL","MAZDA","1984","15/05/2000","2000","05.mayo","15.lunes"
"496","CAMPERO","MITSUBISHI","1995","28/12/2000","2000","12.diciembre","28.jueves"
"497","MOTOCICLETA","HONDA","2000","23/10/2000","2000","10.octubre","23.lunes"
"498","MOTOCICLETA","YAMAHA","1999","29/05/2000","2000","05.mayo","29.lunes"
"499","CAMIONETA","RENAULT","1979","13/06/2000","2000","06.junio","13.martes"
"500","MOTOCICLETA","YAMAHA","1994","16/03/2000","2000","03.marzo","16.jueves"
"501","CAMIONETA","CHEVROLET","1996","15/06/2000","2000","06.junio","15.jueves"
"502","AUTOMOVIL","MAZDA","2001","05/09/2000","2000","09.septiembre","05.martes"
"503","CAMPERO","MITSUBISHI","1991","27/12/2000","2000","12.diciembre","27.miércoles"
"504","CAMPERO","NISSAN","1981","04/09/2000","2000","09.septiembre","04.lunes"
"505","MOTOCICLETA","SUZUKI","2000","07/09/2000","2000","09.septiembre","07.jueves"
"506","AUTOMOVIL","MAZDA","1991","19/01/2000","2000","01.enero","19.miércoles"
"507","CAMPERO","MITSUBISHI","1995","03/11/2000","2000","11.noviembre","03.viernes"
"508","CAMPERO","SUZUKI","1980","15/06/2000","2000","06.junio","15.jueves"
"509","AUTOMOVIL","CHEVROLET","2001","22/11/2000","2000","11.noviembre","22.miércoles"
"510","MOTOCICLETA","SUZUKI","1995","21/06/2000","2000","06.junio","21.miércoles"
"511","CAMPERO","WILLYS","1954","02/08/2000","2000","08.agosto","02.miércoles"
"512","MOTOCICLETA","YAMAHA","1997","19/05/2000","2000","05.mayo","19.viernes"
"513","MOTOCICLETA","HONDA","1997","19/05/2000","2000","05.mayo","19.viernes"
"514","MOTOCICLETA","HONDA","1995","06/04/2000","2000","04.abril","06.jueves"
"515","MOTOCICLETA","HONDA","2000","24/02/2000","2000","02.febrero","24.jueves"
"516","MOTOCICLETA","HONDA","2000","22/05/2000","2000","05.mayo","22.lunes"
"517","AUTOMOVIL","RENAULT","1979","07/06/2000","2000","06.junio","07.miércoles"
"518","CAMPERO","CHEVROLET","2000","02/08/2000","2000","08.agosto","02.miércoles"
"519","CAMPERO","CHEVROLET","1997","19/09/2000","2000","09.septiembre","19.martes"
"520","CAMIONETA","CHEVROLET","1987","19/05/2000","2000","05.mayo","19.viernes"
"521","CAMIONETA","CHEVROLET","1990","03/08/2000","2000","08.agosto","03.jueves"
"522","AUTOMOVIL","MAZDA","1999","18/01/2000","2000","01.enero","18.martes"
"523","CAMION","MAZDA","1995","07/06/2000","2000","06.junio","07.miércoles"
"524","BUSETA","NON PLUS ULTRA","2000","31/08/2000","2000","08.agosto","31.jueves"
"525","CAMPERO","WILLYS","1954","01/09/2000","2000","09.septiembre","01.viernes"
"526","AUTOMOVIL","MAZDA","1990","19/04/2000","2000","04.abril","19.miércoles"
"527","MOTOCICLETA","SUZUKI","2000","26/10/2000","2000","10.octubre","26.jueves"
"528","MOTOCICLETA","SUZUKI","2000","09/06/2000","2000","06.junio","09.viernes"
"529","MOTOCICLETA","HONDA","2000","09/05/2000","2000","05.mayo","09.martes"
"530","MOTOCICLETA","YAMAHA","2000","14/06/2000","2000","06.junio","14.miércoles"
"531","MOTOCICLETA","YAMAHA","2000","10/05/2000","2000","05.mayo","10.miércoles"
"532","MOTOCICLETA","YAMAHA","1995","25/09/2000","2000","09.septiembre","25.lunes"
"533","AUTOMOVIL","RENAULT","1988","27/12/2000","2000","12.diciembre","27.miércoles"
"534","CAMION","CHEVROLET","2000","31/08/2000","2000","08.agosto","31.jueves"
"535","MOTOCICLETA","YAMAHA","1998","30/10/2000","2000","10.octubre","30.lunes"
"536","AUTOMOVIL","CHEVROLET","2000","28/01/2000","2000","01.enero","28.viernes"
"537","CAMIONETA","MAZDA","2001","05/12/2000","2000","12.diciembre","05.martes"
"538","AUTOMOVIL","HYUNDAI","2000","27/10/2000","2000","10.octubre","27.viernes"
"539","CAMPERO","CHEVROLET","1993","09/09/2000","2000","09.septiembre","09.sábado"
"540","CAMPERO","DAIHATSU","1998","07/11/2000","2000","11.noviembre","07.martes"
"541","AUTOMOVIL","MAZDA","1990","24/02/2000","2000","02.febrero","24.jueves"
"542","CAMIONETA","CHEVROLET","1980","20/09/2000","2000","09.septiembre","20.miércoles"
"543","CAMPERO","LADA","1979","18/01/2000","2000","01.enero","18.martes"
"544","CAMPERO","TOYOTA","1975","01/11/2000","2000","11.noviembre","01.miércoles"
"545","AUTOMOVIL","CHEVROLET","1995","03/03/2000","2000","03.marzo","03.viernes"
"546","CAMPERO","TOYOTA","1993","17/11/2000","2000","11.noviembre","17.viernes"
"547","BUS","DODGE","1977","18/04/2000","2000","04.abril","18.martes"
"548","MOTOCICLETA","SUZUKI","2000","31/01/2000","2000","01.enero","31.lunes"
"549","CAMPERO","WILLYS","1959","02/02/2000","2000","02.febrero","02.miércoles"
"550","MOTOCICLETA","YAMAHA","1997","01/05/2000","2000","05.mayo","01.lunes"
"551","MICROBUS","DAEWOO","1999","09/02/2000","2000","02.febrero","09.miércoles"
"552","MOTOCICLETA","SUZUKI","1998","28/01/2000","2000","01.enero","28.viernes"
"553","AUTOMOVIL","MAZDA","1988","24/04/2000","2000","04.abril","24.lunes"
"554","MOTOCICLETA","YAMAHA","1998","31/05/2000","2000","05.mayo","31.miércoles"
"555","CAMIONETA","CHEVROLET","1984","15/06/2000","2000","06.junio","15.jueves"
"556","CAMIONETA","CHEVROLET","1988","19/05/2000","2000","05.mayo","19.viernes"
"557","CAMIONETA","HYUNDAI","2000","16/03/2000","2000","03.marzo","16.jueves"
"558","MOTOCICLETA","HONDA","2001","17/11/2000","2000","11.noviembre","17.viernes"
"559","CAMPERO","WILLYS","1945","13/06/2000","2000","06.junio","13.martes"
